Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Win%,RotY_Votes
James Thomas,PF,24,ATL,2,0,2.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,1,0,1,0,0,0,0,0.5,1,2005,0.159,0
Beno Udrih,PG,22,SAS,80,2,14.4,2.2,4.9,0.444,0.7,1.8,0.408,1.4,3.1,0.464,0.518,0.8,1.1,0.753,0.2,0.8,1,1.9,0.5,0.1,1,1.2,5.9,2005,0.72,0
Anderson Varejão,PF,22,CLE,54,0,16,1.8,3.6,0.513,0,0,0,1.8,3.5,0.518,0.513,1.3,2.4,0.535,2,2.7,4.8,0.5,0.8,0.7,0.5,2.3,4.9,2005,0.512,0
Jackson Vroman,C,23,NOH,36,17,18,2.1,5.1,0.415,0,0.1,0,2.1,5,0.422,0.415,1.2,1.9,0.647,1.6,2.9,4.5,0.9,0.6,0.5,1.6,2.6,5.4,2005,0.22,0
Sasha Vujačić,SG,20,LAL,35,3,11.5,0.9,3.3,0.282,0.5,1.8,0.27,0.5,1.5,0.296,0.355,0.5,0.5,0.947,0.4,1.4,1.8,1.5,0.3,0.1,0.4,1.2,2.9,2005,0.415,0
Delonte West,SG,21,BOS,39,7,13,1.7,4,0.426,0.6,1.7,0.358,1.1,2.3,0.477,0.503,0.5,0.7,0.704,0.4,1.3,1.7,1.4,0.5,0.2,0.6,1.8,4.5,2005,0.549,0
Damien Wilkins,SF,25,SEA,29,7,17.9,2.5,5.8,0.435,0.6,2,0.271,2,3.8,0.523,0.482,0.7,1.2,0.618,1,1.3,2.3,0.9,0.8,0.3,0.6,1.9,6.3,2005,0.634,0
Dorell Wright,SF,19,MIA,3,0,9,1,3.7,0.273,0,1.3,0,1,2.3,0.429,0.273,0.3,0.3,1,0,0.3,0.3,1,1.3,0,1,0.7,2.3,2005,0.72,0
Alex Acker,SG,23,DET,5,0,7,0.8,3.2,0.25,0.2,1,0.2,0.6,2.2,0.273,0.281,0,0,,0.2,0.8,1,0.8,0.2,0,0.8,0.8,1.8,2006,0.78,0
Alan Anderson,SF,23,CHA,36,7,15.7,2.1,5,0.414,0.7,1.6,0.414,1.4,3.4,0.415,0.481,0.9,1.1,0.805,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1.3,5.8,2006,0.317,0
Martynas Andriuškevičius,C,19,CLE,6,0,1.5,0,0.2,0,0,0,,0,0.2,0,0,0,0,,0.2,0.5,0.7,0,0.3,0,0,0.2,0,2006,0.61,0
Earl Barron,C,24,MIA,8,0,5.6,0.6,2,0.313,0,0,,0.6,2,0.313,0.313,0.4,0.5,0.75,0.3,1,1.3,0,0,0,0.6,1.3,1.6,2006,0.634,0
Eddie Basden,SF,22,CHI,19,0,7.4,0.8,1.9,0.405,0.1,0.4,0.143,0.7,1.6,0.467,0.419,0.4,0.5,0.8,0.4,1.1,1.5,0.4,0.5,0.1,0.5,0.9,2.1,2006,0.5,0
Brandon Bass,PF,20,NOK,29,1,9.2,1,2.4,0.4,0,0,,1,2.4,0.4,0.4,0.4,0.7,0.632,0.6,1.7,2.3,0.1,0.1,0.2,0.4,0.6,2.3,2006,0.463,0
Esteban Batista,PF,22,ATL,57,3,8.7,0.6,1.4,0.425,0,0,0,0.6,1.4,0.43,0.425,0.6,0.9,0.623,1.1,1.5,2.5,0.1,0.3,0.2,0.7,1.9,1.8,2006,0.317,0
Andray Blatche,PF,19,WAS,29,0,6,0.9,2.3,0.388,0.1,0.4,0.231,0.8,1.9,0.426,0.41,0.3,0.4,0.833,0.4,0.9,1.3,0.3,0.2,0.2,0.4,1.2,2.2,2006,0.512,0
Andrew Bogut,PF,21,MIL,82,77,28.6,3.9,7.4,0.533,0,0,0,3.9,7.4,0.536,0.533,1.5,2.4,0.629,2.3,4.7,7,2.3,0.6,0.8,1.5,3.2,9.4,2006,0.488,0.0871
Kevin Burleson,PG,26,CHA,39,1,8.7,0.6,2.3,0.25,0.3,1.4,0.185,0.3,0.9,0.353,0.307,0.4,0.4,0.941,0.1,0.6,0.7,1.2,0.7,0.1,0.6,1.6,1.8,2006,0.317,0
Andrew Bynum,C,18,LAL,46,0,7.3,0.7,1.8,0.402,0,0,,0.7,1.8,0.402,0.402,0.2,0.6,0.296,0.7,1,1.7,0.2,0.1,0.5,0.4,1.2,1.6,2006,0.549,0
Will Bynum,PG,23,GSW,15,0,10.8,1.4,3.5,0.404,0.1,0.6,0.222,1.3,2.9,0.442,0.423,0.7,1.1,0.625,0.2,0.6,0.8,1.3,0.5,0,0.9,0.7,3.6,2006,0.415,0
José Calderón,SG,24,TOR,64,11,23.2,2.1,4.9,0.423,0.1,0.7,0.163,2,4.2,0.465,0.434,1.2,1.4,0.848,0.5,1.7,2.2,4.5,0.7,0.1,1.6,1.5,5.5,2006,0.329,0
Travis Diener,PG,23,ORL,23,0,10.7,1.3,3,0.42,1.1,2.5,0.439,0.2,0.5,0.333,0.601,0.2,0.3,0.833,0.2,0.7,0.9,0.7,0.3,0,0.4,1,3.8,2006,0.439,0
Ike Diogu,PF,22,GSW,69,14,14.9,2.5,4.8,0.524,0,0,,2.5,4.8,0.524,0.524,2,2.4,0.81,1.4,1.9,3.3,0.4,0.2,0.4,1.1,2.4,7,2006,0.415,0
Monta Ellis,SG,20,GSW,49,3,18.1,2.7,6.5,0.415,0.6,1.7,0.341,2.1,4.8,0.441,0.459,0.9,1.2,0.712,0.4,1.7,2.1,1.6,0.7,0.2,1.2,1.4,6.8,2006,0.415,0
Daniel Ewing,SG,22,LAC,66,5,14.7,1.5,3.9,0.38,0.3,1.2,0.282,1.1,2.7,0.424,0.424,0.5,0.7,0.783,0.3,0.9,1.3,1.3,0.6,0.1,0.9,1.3,3.8,2006,0.573,0
Noel Felix,SF,24,SEA,12,0,6.8,0.5,2.1,0.24,0.1,0.3,0.333,0.4,1.8,0.227,0.26,0.4,0.7,0.625,0.3,0.8,1.1,0.2,0.2,0.3,0.7,1.1,1.5,2006,0.427,0
Raymond Felton,PG,21,CHA,80,54,30.1,4.3,11,0.391,1.2,3.4,0.358,3.1,7.7,0.405,0.446,2,2.8,0.725,1,2.4,3.3,5.6,1.3,0.1,2.3,2.3,11.9,2006,0.317,0.0702
Gerald Fitch,PG,23,MIA,18,1,13.3,1.7,4.9,0.337,0.4,1.4,0.269,1.3,3.5,0.365,0.376,0.9,1.3,0.739,0.4,1.3,1.7,1.8,0.4,0.3,0.8,1.6,4.7,2006,0.634,0
Sharrod Ford,PF,24,PHO,3,0,4.3,0.7,1,0.667,0,0,,0.7,1,0.667,0.667,0,0,,0.3,0.7,1,0,0,0.3,0.7,2.3,1.3,2006,0.659,0
Channing Frye,C,22,NYK,65,14,24.2,4.7,9.8,0.477,0,0.1,0.333,4.6,9.7,0.479,0.479,2.9,3.5,0.825,2.1,3.6,5.8,0.8,0.5,0.7,1.5,3.1,12.3,2006,0.28,0.0364
Deng Gai,C,23,PHI,2,0,2.5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,2006,0.463,0
Francisco García,SF,24,SAC,67,11,19.4,1.9,4.9,0.4,0.6,2,0.285,1.4,2.8,0.484,0.46,1.2,1.5,0.772,0.6,2.2,2.8,1.4,0.6,0.7,1.1,2,5.6,2006,0.537,0
Ryan Gomes,PF,23,BOS,61,33,22.6,2.8,5.8,0.487,0,0.1,0.333,2.8,5.7,0.491,0.492,1.8,2.4,0.752,1.7,3.2,4.9,1,0.6,0.1,0.9,1.4,7.6,2006,0.402,0.0009
Joey Graham,SF,23,TOR,80,24,19.8,2.5,5.2,0.478,0.4,1.1,0.333,2.1,4.1,0.517,0.513,1.4,1.7,0.812,0.7,2.3,3.1,0.8,0.5,0.2,1.2,2.9,6.7,2006,0.329,0
Stephen Graham,SG,23,CLE,13,0,9,1.1,2.5,0.424,0,0.1,0,1.1,2.5,0.438,0.424,0.6,0.7,0.889,0.3,1,1.3,0.2,0.2,0.2,0.5,1.8,2.8,2006,0.61,0
Danny Granger,SF,22,IND,78,17,22.6,2.8,6.1,0.462,0.4,1.2,0.323,2.4,4.9,0.496,0.494,1.5,1.9,0.777,1.7,3.2,4.9,1.2,0.7,0.8,1,2.7,7.5,2006,0.5,0.0018
Devin Green,SG,23,LAL,27,0,5,0.2,1,0.214,0,0.1,0,0.2,1,0.231,0.214,0.5,0.8,0.619,0.4,0.5,0.9,0.3,0.1,0,0.2,0.5,0.9,2006,0.549,0
Gerald Green,SG,20,BOS,32,3,11.7,2.1,4.3,0.478,0.2,0.6,0.3,1.9,3.7,0.508,0.5,0.9,1.2,0.784,0.3,1,1.3,0.6,0.4,0.1,0.7,1.3,5.2,2006,0.402,0
Orien Greene,PG,23,BOS,80,5,15.4,1.3,3.2,0.395,0.1,0.5,0.225,1.1,2.7,0.427,0.413,0.6,0.9,0.662,0.5,1.4,1.8,1.6,1,0.1,1.4,2.3,3.2,2006,0.402,0
Anthony Grundy,SG,26,ATL,12,0,9,1.6,3.2,0.5,0.4,1.3,0.333,1.2,1.9,0.609,0.566,0.8,1.2,0.643,0.1,1.3,1.4,0.8,0.6,0,0.8,1.2,4.3,2006,0.317,0
Chuck Hayes,PF,22,HOU,40,0,13.4,1.5,2.6,0.562,0,0,0,1.5,2.6,0.567,0.562,0.7,1.1,0.644,1.7,2.8,4.5,0.4,0.7,0.4,0.3,1.9,3.7,2006,0.415,0
Luther Head,SG,23,HOU,80,27,28.9,3.2,7.9,0.403,1.4,3.9,0.361,1.8,4,0.445,0.493,1.1,1.5,0.699,0.4,2.9,3.3,2.7,1.1,0.1,1.5,2.1,8.8,2006,0.415,0.0018
Julius Hodge,SG,22,DEN,14,0,2.4,0.4,0.9,0.385,0,0,,0.4,0.9,0.385,0.385,0.2,0.6,0.375,0.4,0.1,0.5,0.4,0.1,0,0.6,0.5,0.9,2006,0.537,0
Randy Holcomb,SF,26,CHI,4,0,2.8,0.3,0.3,1,0,0,,0.3,0.3,1,1,0,0,,0.3,0,0.3,0,0,0,0,0.5,0.5,2006,0.5,0
Jarrett Jack,SG,22,POR,79,4,20.2,2.4,5.4,0.442,0.3,1,0.263,2.1,4.5,0.48,0.465,1.6,2,0.8,0.2,1.8,2,2.8,0.5,0,1.3,1.7,6.7,2006,0.256,0
Šarūnas Jasikevičius,PG,29,IND,75,15,20.8,2.3,5.7,0.396,1.1,3.1,0.364,1.1,2.6,0.435,0.497,1.6,1.8,0.91,0.3,1.8,2,3,0.5,0.1,1.5,1.4,7.3,2006,0.5,0
Amir Johnson,SF,18,DET,3,0,13,2.3,3.3,0.7,0.7,1,0.667,1.7,2.3,0.714,0.8,1.3,1.3,1,1,0.3,1.3,1,0,0.7,1.3,2.3,6.7,2006,0.78,0
Dwayne Jones,PF,22,BOS,14,0,6.2,0.3,0.7,0.4,0,0,,0.3,0.7,0.4,0.4,0.4,0.9,0.462,0.7,1.5,2.2,0.1,0.1,0.2,0.2,1,1,2006,0.402,0
Linas Kleiza,PF,21,DEN,61,2,8.5,1.3,2.8,0.445,0,0.2,0.154,1.2,2.6,0.469,0.451,0.9,1.3,0.704,0.6,1.3,1.9,0.2,0.2,0.2,0.3,1.4,3.5,2006,0.537,0
Yaroslav Korolev,SF,18,LAC,24,0,5.3,0.4,1.3,0.3,0.1,0.3,0.286,0.3,1,0.304,0.333,0.3,0.4,0.7,0.2,0.3,0.5,0.4,0.1,0,0.3,0.5,1.1,2006,0.573,0
David Lee,SF,22,NYK,67,14,16.9,2,3.4,0.596,0,0,,2,3.4,0.596,0.596,1.1,1.8,0.577,1.6,2.9,4.5,0.6,0.4,0.3,0.8,1.9,5.1,2006,0.28,0
John Lucas III,PG,23,HOU,13,0,8.2,1.1,2.8,0.389,0.2,0.7,0.222,0.9,2.1,0.444,0.417,0,0,,0.2,0.2,0.4,0.9,0.4,0,0.5,0.5,2.3,2006,0.415,0
Arvydas Macijauskas,SG,26,NOK,19,0,7.1,0.7,2.2,0.341,0.2,0.6,0.25,0.6,1.5,0.379,0.378,0.7,0.8,0.867,0.2,0.4,0.5,0.3,0.4,0,0.4,0.5,2.3,2006,0.463,0
Rawle Marshall,SF,23,DAL,23,9,10.5,1,2.6,0.4,0,0.1,0.333,1,2.5,0.404,0.408,1,1.3,0.759,0.3,1,1.3,0.4,0.3,0.3,0.7,0.7,3.1,2006,0.732,0
Jason Maxiell,PF,22,DET,26,0,6.1,0.9,2.1,0.426,0,0,,0.9,2.1,0.426,0.426,0.5,1.6,0.333,0.5,0.6,1.1,0.1,0.2,0.2,0.4,0.5,2.3,2006,0.78,0
Sean May,PF,21,CHA,23,1,17.3,3,7.4,0.409,0,0.2,0,3,7.2,0.422,0.409,2.1,2.8,0.766,1.8,2.9,4.7,1,0.7,0.5,1.4,2.5,8.2,2006,0.317,0
Rashad McCants,SG,21,MIN,79,12,17.2,3.1,6.8,0.45,0.8,2.3,0.372,2.2,4.5,0.49,0.513,1,1.3,0.736,0.4,1.4,1.8,0.8,0.6,0.3,1.1,2.2,7.9,2006,0.402,0
Aaron Miles,PG,22,GSW,19,0,6.2,0.3,0.9,0.333,0,0,,0.3,0.9,0.333,0.333,0.2,0.2,1,0,0.7,0.7,1.3,0.2,0.1,0.6,0.7,0.8,2006,0.415,0
C.J. Miles,PG,18,UTA,23,0,8.8,1.2,3.3,0.368,0.2,0.9,0.25,1,2.4,0.411,0.401,0.8,1,0.75,0.8,0.9,1.7,0.7,0.3,0.1,0.4,0.9,3.4,2006,0.5,0
Sergei Monia,SF,22,SAC,3,0,2.3,0,0.7,0,0,0.3,0,0,0.3,0,0,0.7,0.7,1,0,0.3,0.3,0,0.3,0,0,0,0.7,2006,0.537,0
Boniface N'Dong,C,28,LAC,23,1,6.6,1,2.3,0.415,0,0,0,1,2.3,0.423,0.415,0.3,0.4,0.667,0.7,1,1.6,0.3,0.1,0.2,0.3,1,2.2,2006,0.573,0
Fabricio Oberto,C,30,SAS,59,0,8.3,0.7,1.6,0.473,0,0,0,0.7,1.5,0.484,0.473,0.3,0.5,0.556,1,1.1,2.1,0.5,0.2,0.2,0.5,1.5,1.7,2006,0.768,0
Andre Owens,PG,25,UTA,23,2,9.1,1.2,3.2,0.365,0.1,0.7,0.188,1,2.5,0.414,0.385,0.5,0.8,0.667,0.5,0.4,0.9,0.3,0.2,0,0.6,1.1,3,2006,0.5,0
Chris Paul,PG,20,NOK,78,78,36,5.2,12.1,0.43,0.6,2.3,0.282,4.6,9.9,0.464,0.456,5.1,6,0.847,0.8,4.3,5.1,7.8,2.2,0.1,2.3,2.8,16.1,2006,0.463,0.5538
Johan Petro,C,20,SEA,68,41,18.9,2.3,4.4,0.51,0,0,,2.3,4.4,0.51,0.51,0.7,1.1,0.627,1.6,2.8,4.4,0.2,0.4,0.8,0.9,3.1,5.2,2006,0.427,0
Josh Powell,PF,23,DAL,37,2,11.6,1,2.2,0.457,0,0,,1,2.2,0.457,0.457,1,1.2,0.8,0.8,1.4,2.2,0.2,0.2,0.1,0.6,1.4,3,2006,0.732,0
Ronnie Price,PG,22,SAC,29,0,5.2,0.7,2,0.362,0.2,0.9,0.222,0.5,1.1,0.484,0.414,0.4,0.4,1,0.2,0.3,0.5,0.4,0.2,0,0.3,0.3,2.1,2006,0.537,0
Shavlik Randolph,PF,22,PHI,57,1,8.5,0.8,1.7,0.454,0,0,,0.8,1.7,0.454,0.454,0.8,1.2,0.606,1,1.4,2.3,0.3,0.3,0.2,0.4,1.5,2.3,2006,0.463,0
Anthony Roberson,PG,22,MEM,16,0,5.5,0.9,1.9,0.452,0.3,0.6,0.5,0.6,1.3,0.429,0.532,0.1,0.1,1,0,0.4,0.4,0.3,0.1,0,0.2,0.4,2.2,2006,0.598,0
Lawrence Roberts,C,23,MEM,33,0,5.5,0.6,1.3,0.455,0,0.1,0,0.6,1.3,0.476,0.455,0.3,0.7,0.478,0.8,0.7,1.5,0.2,0.2,0.1,0.2,0.9,1.5,2006,0.598,0
Nate Robinson,PG,21,NYK,72,26,21.4,3.2,7.8,0.407,0.8,2,0.397,2.4,5.8,0.411,0.458,2.1,2.8,0.752,0.8,1.5,2.3,2,0.8,0,1.6,2.8,9.3,2006,0.28,0
Melvin Sanders,SG,25,SAS,16,0,7.1,1,2.1,0.485,0.1,0.2,0.667,0.9,1.9,0.467,0.515,0.4,0.6,0.7,0.3,1.2,1.4,0.2,0.3,0,0.5,1.3,2.6,2006,0.768,0
Alex Scales,SG,27,SAS,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,2006,0.768,0
Luke Schenscher,C,23,CHI,20,0,7.5,0.8,1.3,0.615,0,0,,0.8,1.3,0.615,0.615,0.2,0.7,0.308,0.4,1.1,1.5,0.4,0.1,0.2,0.3,1.1,1.8,2006,0.5,0
Wayne Simien,PF,22,MIA,43,2,9.6,1.3,2.8,0.483,0,0,,1.3,2.8,0.483,0.483,0.7,0.8,0.882,0.9,1.2,2,0.2,0.3,0,0.6,1.6,3.4,2006,0.634,0
James Singleton,SF,24,LAC,59,10,12.8,1.3,2.6,0.51,0.2,0.3,0.5,1.1,2.2,0.511,0.543,0.7,0.8,0.78,1.1,2.3,3.3,0.5,0.3,0.4,0.5,1.6,3.4,2006,0.573,0
Salim Stoudamire,SG,23,ATL,61,1,20.3,3.3,8.1,0.415,1.3,3.5,0.38,2,4.5,0.442,0.498,1.6,1.8,0.9,0.2,1.7,1.9,1.2,0.4,0,1.3,1.9,9.7,2006,0.317,0
Chris Taft,C,20,GSW,17,0,8.5,1.4,2.2,0.605,0,0,,1.4,2.2,0.605,0.605,0.1,0.4,0.167,1.1,1,2.1,0.1,0.1,0.4,0.1,1.5,2.8,2006,0.415,0
Donell Taylor,SG,23,WAS,51,1,9.1,1,2.7,0.39,0.1,0.3,0.235,1,2.3,0.412,0.404,0.6,0.8,0.698,0.3,0.7,1,0.9,0.6,0.1,0.7,0.9,2.7,2006,0.512,0
Dijon Thompson,SG,22,PHO,10,0,4.3,1.1,2.5,0.44,0.4,1.1,0.364,0.7,1.4,0.5,0.52,0.2,0.2,1,0.4,0.7,1.1,0.1,0.3,0.1,0.2,0.6,2.8,2006,0.659,0
Ronny Turiaf,C,23,LAL,23,1,7,0.7,1.3,0.5,0,0,,0.7,1.3,0.5,0.5,0.7,1.2,0.556,0.5,1.1,1.6,0.3,0.1,0.4,0.3,1.3,2,2006,0.549,0
Charlie Villanueva,PF,21,TOR,81,36,29.1,5.4,11.6,0.463,0.9,2.6,0.327,4.5,9,0.503,0.5,1.4,2,0.706,2.2,4.2,6.4,1.1,0.7,0.8,1.2,3,13,2006,0.329,0.2204
Von Wafer,SG,20,LAL,16,0,4.6,0.4,2.4,0.158,0.1,1.1,0.118,0.3,1.3,0.19,0.184,0.4,0.5,0.75,0.3,0.2,0.5,0.3,0.2,0,0.1,0.8,1.3,2006,0.549,0
Matt Walsh,SG,23,MIA,2,0,1.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,1,0,0,0,0,0,0,0,0.5,0,1,2006,0.634,0
Hakim Warrick,PF,23,MEM,68,2,10.6,1.5,3.4,0.443,0,0,,1.5,3.4,0.443,0.443,1.1,1.7,0.661,0.6,1.5,2.1,0.4,0.2,0.3,0.8,1.7,4.1,2006,0.598,0
Martell Webster,SF,19,POR,61,18,17.5,2.3,5.7,0.399,1.1,3,0.357,1.2,2.7,0.446,0.493,1,1.2,0.859,0.5,1.7,2.1,0.6,0.3,0.2,0.7,1.5,6.6,2006,0.256,0
Robert Whaley,C,23,UTA,23,0,9.2,1,2.5,0.404,0,0,,1,2.5,0.404,0.404,0.1,0.3,0.5,0.7,1.2,1.9,0.7,0.3,0.3,0.6,1.8,2.1,2006,0.5,0
Deron Williams,PG,21,UTA,80,47,28.8,4.2,10.1,0.421,1.1,2.7,0.416,3.1,7.3,0.423,0.478,1.2,1.7,0.704,0.4,2,2.4,4.5,0.8,0.2,1.8,2.9,10.8,2006,0.5,0.0276
Lou Williams,PG,19,PHI,30,0,4.8,0.8,1.7,0.442,0.1,0.3,0.222,0.7,1.4,0.488,0.462,0.3,0.4,0.615,0.1,0.5,0.6,0.3,0.2,0,0.4,0.4,1.9,2006,0.463,0
Marvin Williams,PF,19,ATL,79,7,24.7,3,6.7,0.443,0.2,0.7,0.245,2.8,6.1,0.464,0.455,2.4,3.2,0.747,1.5,3.3,4.8,0.8,0.6,0.3,1.1,2.9,8.5,2006,0.317,0
Antoine Wright,SG,21,NJN,39,0,9.5,0.7,2.1,0.358,0,0.4,0.067,0.7,1.7,0.424,0.364,0.3,0.6,0.5,0.2,0.6,0.8,0.3,0.1,0.1,0.5,1.1,1.8,2006,0.598,0
Bracey Wright,SG,21,MIN,7,0,19.3,3,7.3,0.412,0.9,2.4,0.353,2.1,4.9,0.441,0.471,2,2.3,0.875,0.4,2.1,2.6,0.7,0.1,0,1.1,1.1,8.9,2006,0.402,0
Derrick Zimmerman,PG,24,NJN,2,0,16,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,0.5,1.5,2,3.5,0,0,2,2,2,2006,0.598,0
Hassan Adams,SG,22,NJN,61,8,8.1,1.2,2.2,0.556,0,0,0,1.2,2.2,0.56,0.556,0.4,0.6,0.667,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0.8,2.9,2007,0.5,0
Maurice Ager,SG,22,DAL,32,1,6.7,0.7,2.2,0.314,0.2,0.5,0.333,0.5,1.7,0.309,0.35,0.6,1,0.606,0,0.6,0.7,0.2,0.1,0.1,0.5,0.8,2.2,2007,0.817,0
LaMarcus Aldridge,C,21,POR,63,22,22.1,3.8,7.6,0.503,0,0,0,3.8,7.6,0.505,0.503,1.3,1.8,0.722,2.3,2.7,5,0.4,0.3,1.2,0.7,3,9,2007,0.39,0.0156
Lou Amundson,PF,24,PHI,10,0,8.7,0.6,1.5,0.4,0,0,,0.6,1.5,0.4,0.4,0.4,1,0.4,1.3,1.5,2.8,0.1,0.1,0.8,0.5,1.5,1.6,2007,0.427,0
Hilton Armstrong,C,22,NOK,56,5,11.3,1.2,2.2,0.544,0,0,,1.2,2.2,0.544,0.544,0.7,1.2,0.597,1,1.6,2.7,0.2,0.2,0.5,0.6,1.4,3.1,2007,0.476,0
James Augustine,PF,22,ORL,2,0,3.5,0.5,1.5,0.333,0,0,,0.5,1.5,0.333,0.333,0,0,,0.5,1,1.5,1,0,0,0,1,1,2007,0.488,0
Kelenna Azubuike,SG,23,GSW,41,9,16.3,2.4,5.4,0.445,0.8,1.9,0.43,1.6,3.4,0.454,0.523,1.5,1.9,0.782,0.6,1.7,2.3,0.7,0.5,0.2,1,1.2,7.1,2007,0.512,0
Will Blalock,PG,23,DET,14,0,11.9,0.6,2.1,0.3,0.1,0.4,0.2,0.6,1.8,0.32,0.317,0.4,0.4,1,0.4,0.6,1.1,1.2,0.4,0,0.9,0.6,1.8,2007,0.646,0
Josh Boone,PF,22,NJN,61,0,11,1.6,2.8,0.579,0,0,,1.6,2.8,0.579,0.579,0.9,1.7,0.544,1,1.8,2.9,0.2,0.2,0.3,0.5,1.5,4.2,2007,0.5,0
Cedric Bozeman,SG,23,ATL,23,5,8.7,0.5,1.7,0.282,0.1,0.6,0.154,0.4,1.1,0.346,0.308,0.1,0.3,0.333,0.1,0.9,1,0.4,0.2,0.1,0.4,1.4,1.1,2007,0.366,0
Ronnie Brewer,SG,21,UTA,56,14,12.1,1.8,3.4,0.528,0,0.2,0,1.8,3.3,0.554,0.528,1,1.5,0.675,0.7,0.7,1.3,0.4,0.7,0.1,0.4,0.8,4.6,2007,0.622,0
Andre Brown,PF,25,SEA,38,0,7.1,1.1,1.9,0.568,0,0,0,1.1,1.9,0.575,0.568,0.2,0.4,0.6,0.7,1.3,1.9,0.1,0.2,0.1,0.8,0.7,2.4,2007,0.378,0
Shannon Brown,SG,21,CLE,23,5,8.8,1.2,3.2,0.378,0.3,1.1,0.28,0.9,2.1,0.429,0.426,0.4,0.6,0.714,0.3,0.7,0.9,0.4,0.3,0.1,0.6,1,3.2,2007,0.61,0
Rodney Carney,SF,22,PHI,67,35,17.4,2.7,5.9,0.464,0.4,1.1,0.347,2.3,4.8,0.491,0.496,0.8,1.3,0.609,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1.8,6.6,2007,0.427,0
Mardy Collins,SF,22,NYK,52,9,14.9,1.7,4.4,0.382,0.3,0.9,0.277,1.4,3.5,0.409,0.41,0.9,1.6,0.585,0.5,1.5,2,1.6,0.6,0.1,1.1,1.4,4.5,2007,0.402,0
Will Conroy,PG,24,LAC,4,0,8.8,0,0.8,0,0,0,,0,0.8,0,0,0,1,0,0.5,0.8,1.3,2,0,0,0.5,1.5,0,2007,0.488,0
Paul Davis,C,22,LAC,31,0,5.8,0.7,1.7,0.423,0,0,,0.7,1.7,0.423,0.423,0.2,0.3,0.7,0.7,0.7,1.4,0.2,0.2,0.2,0.3,0.9,1.6,2007,0.488,0
Yakhouba Diawara,SG,24,DEN,64,19,18.4,1.6,4.6,0.342,0.8,2.7,0.288,0.8,1.9,0.418,0.426,0.5,0.8,0.66,0.4,1.3,1.7,0.9,0.5,0.1,0.6,2.1,4.4,2007,0.549,0
Quincy Douby,PG,22,SAC,42,0,8.5,1.1,3,0.381,0.3,1.2,0.24,0.9,1.8,0.474,0.429,0.3,0.4,0.733,0.3,0.6,0.9,0.4,0.4,0.1,0.4,0.5,2.8,2007,0.402,0
Jordan Farmar,PG,20,LAL,72,2,15.1,1.7,4.1,0.422,0.6,1.9,0.328,1.1,2.2,0.503,0.498,0.4,0.5,0.711,0.3,1.3,1.7,1.9,0.6,0.1,1,1.1,4.4,2007,0.512,0
Desmon Farmer,SG,25,SEA,8,0,4,0.6,1.9,0.333,0.3,1,0.25,0.4,0.9,0.429,0.4,0.1,0.1,1,0,0.1,0.1,1.1,0.1,0,0.1,0.3,1.6,2007,0.378,0
Randy Foye,PG,23,MIN,82,12,22.9,3.7,8.4,0.434,0.8,2.3,0.368,2.8,6.2,0.458,0.483,2,2.3,0.854,0.6,2.1,2.7,2.8,0.6,0.3,1.9,2.2,10.1,2007,0.39,0.0321
Jorge Garbajosa,PF,29,TOR,67,60,28.5,3.3,7.9,0.42,1,2.9,0.342,2.3,5,0.464,0.482,0.9,1.2,0.731,0.7,4.2,4.9,1.9,1.2,0.2,1,1.3,8.5,2007,0.573,0.0148
Rudy Gay,SF,20,MEM,78,43,27,4.1,9.7,0.422,0.7,1.8,0.364,3.4,7.9,0.436,0.457,1.9,2.7,0.727,1.2,3.3,4.5,1.3,0.9,0.9,1.8,2.5,10.8,2007,0.268,0.0807
Mickaël Gelabale,SF,23,SEA,70,14,17.7,1.7,3.8,0.462,0.2,0.7,0.234,1.6,3.1,0.512,0.483,0.9,1.2,0.805,0.8,1.6,2.5,0.8,0.3,0.3,0.7,1.5,4.6,2007,0.378,0
Daniel Gibson,PG,20,CLE,60,16,16.5,1.6,3.9,0.424,0.9,2.1,0.419,0.8,1.8,0.43,0.537,0.5,0.7,0.718,0.5,1.1,1.5,1.2,0.4,0.1,0.7,1.6,4.6,2007,0.61,0
Andreas Glyniadakis,C,25,SEA,13,4,6.2,0.6,1.3,0.471,0,0,,0.6,1.3,0.471,0.471,0.1,0.2,0.5,0.2,0.5,0.6,0.1,0,0,0.7,1.5,1.3,2007,0.378,0
Lynn Greer,SG,27,MIL,41,0,10.5,1.5,3.4,0.433,0.4,1.3,0.346,1,2.2,0.483,0.496,0.7,0.8,0.844,0,0.6,0.7,1.3,0.4,0,0.4,0.8,4.1,2007,0.341,0
