Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,name_id,Year
Isaiah Thomas,24,SAC,0,13,630,0.021,72,34.7,20.3,2.9,6.3,1.3,0.1,0.453,0.349,0.85,7.7,0.149,thomais02,2014
Shaun Livingston,28,BRK,0,11,630,0.017,76,26,8.3,3.2,3.2,1.2,0.4,0.483,0.167,0.827,4.4,0.108,livinsh01,2014
D.J. Augustin,26,TOT,1,9,630,0.014,71,27.3,13.1,1.8,4.4,0.7,0,0.415,0.401,0.885,6.2,0.154,augusdj01,2014
Reggie Jackson,23,OKC,0,8,630,0.013,80,28.5,13.1,3.9,4.1,1.1,0.1,0.44,0.339,0.893,4.9,0.104,jacksre01,2014
Robin Lopez,25,POR,0,6,630,0.01,82,31.7,11.1,8.5,0.9,0.3,1.7,0.551,0,0.818,9.5,0.176,lopezro01,2014
Klay Thompson,23,GSW,0,6,630,0.01,81,35.4,18.4,3.1,2.2,0.9,0.5,0.444,0.417,0.795,6.7,0.112,thompkl01,2014
Kevin Durant,25,OKC,1,5,630,0.008,81,38.5,32,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,duranke01,2014
DeMarcus Cousins,23,SAC,0,5,630,0.008,71,32.4,22.7,11.7,2.9,1.5,1.3,0.496,0,0.726,7.9,0.166,couside01,2014
Al Jefferson,29,CHA,0,4,630,0.006,73,35,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,jeffeal01,2014
Bradley Beal,20,WAS,0,3,630,0.005,73,34.7,17.1,3.7,3.3,1,0.2,0.419,0.402,0.788,4,0.076,bealbr01,2014
Mike Conley,26,MEM,0,3,630,0.005,73,33.5,17.2,2.9,6,1.5,0.2,0.45,0.361,0.815,8.2,0.161,conlemi01,2014
Andre Drummond,20,DET,0,3,630,0.005,81,32.3,13.5,13.2,0.4,1.2,1.6,0.623,0,0.418,9.9,0.182,drumman01,2014
Taj Gibson,28,CHI,0,3,630,0.005,82,28.7,13,6.8,1.1,0.5,1.4,0.479,0,0.751,5.7,0.117,gibsota01,2014
LeBron James,29,MIA,0,3,630,0.005,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,jamesle01,2014
Terrence Jones,22,HOU,0,3,630,0.005,76,27.3,12.1,6.9,1.1,0.7,1.3,0.542,0.307,0.605,7.3,0.169,joneste01,2014
Jodie Meeks,26,LAL,0,3,630,0.005,77,33.2,15.7,2.5,1.8,1.4,0.1,0.463,0.401,0.857,4.5,0.084,meeksjo01,2014
LaMarcus Aldridge,28,POR,0,1,630,0.002,69,36.2,23.2,11.1,2.6,0.9,1,0.458,0.2,0.822,7.5,0.144,aldrila01,2014
Alec Burks,22,UTA,0,1,630,0.002,78,28.1,14,3.3,2.7,0.9,0.2,0.457,0.35,0.748,3.2,0.07,burksal01,2014
Paul Millsap,28,ATL,0,1,630,0.002,74,33.5,17.9,8.5,3.1,1.7,1.1,0.461,0.358,0.731,6.7,0.129,millspa01,2014
Chandler Parsons,25,HOU,0,1,630,0.002,74,37.6,16.6,5.5,4,1.2,0.4,0.472,0.37,0.742,7.6,0.131,parsoch01,2014
John Wall,23,WAS,0,1,630,0.002,82,36.3,19.3,4.1,8.8,1.8,0.5,0.433,0.351,0.805,7.9,0.128,walljo01,2014
Jimmy Butler,25,CHI,92,535,645,0.829,65,38.7,20,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,0.214,butleji01,2015
Draymond Green,24,GSW,11,200,645,0.31,79,31.5,11.7,8.2,3.7,1.6,1.3,0.443,0.337,0.66,8.5,0.163,greendr01,2015
Rudy Gobert,22,UTA,12,189,645,0.293,82,26.3,8.4,9.5,1.3,0.8,2.3,0.604,0,0.623,9.3,0.206,goberru01,2015
Hassan Whiteside,25,MIA,5,88,645,0.136,48,23.8,11.8,10,0.1,0.6,2.6,0.628,,0.5,5.3,0.221,whiteha01,2015
Klay Thompson,24,GSW,2,42,645,0.065,77,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172,thompkl01,2015
Anthony Davis,21,NOP,4,27,645,0.042,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14,0.274,davisan02,2015
Giannis Antetokounmpo,20,MIL,1,22,645,0.034,81,31.4,12.7,6.7,2.6,0.9,1,0.491,0.159,0.741,6.2,0.117,antetgi01,2015
Donatas Motiej?nas,24,HOU,0,7,645,0.011,71,28.7,12,5.9,1.8,0.8,0.5,0.504,0.368,0.602,4.7,0.11,motiedo01,2015
Dennis Schröder,21,ATL,0,6,645,0.009,77,19.7,10,2.1,4.1,0.6,0.1,0.427,0.351,0.827,2.5,0.08,schrode01,2015
DeMarre Carroll,28,ATL,1,5,645,0.008,70,31.3,12.6,5.3,1.7,1.3,0.2,0.487,0.395,0.702,7,0.154,carrode01,2015
Tyler Zeller,25,BOS,1,5,645,0.008,82,21.1,10.2,5.7,1.4,0.2,0.6,0.549,,0.823,6.5,0.179,zellety01,2015
DeMarcus Cousins,24,SAC,0,4,645,0.006,59,34.1,24.1,12.7,3.6,1.5,1.7,0.467,0.25,0.782,6,0.144,couside01,2015
Khris Middleton,23,MIL,0,4,645,0.006,79,30.1,13.4,4.4,2.3,1.5,0.1,0.467,0.407,0.859,6.7,0.135,middlkh01,2015
Jae Crowder,24,TOT,0,3,645,0.005,82,20.1,7.7,3.6,1.1,0.9,0.3,0.42,0.293,0.773,3.9,0.113,crowdja01,2015
Kyrie Irving,22,CLE,0,3,645,0.005,75,36.4,21.7,3.2,5.2,1.5,0.3,0.468,0.415,0.863,10.4,0.183,irvinky01,2015
DeAndre Jordan,26,LAC,0,3,645,0.005,82,34.4,11.5,15,0.7,1,2.2,0.71,0.25,0.397,12.8,0.217,jordade01,2015
Victor Oladipo,22,ORL,0,3,645,0.005,72,35.7,17.9,4.2,4.1,1.7,0.3,0.436,0.339,0.819,3.5,0.065,oladivi01,2015
Kentavious Caldwell-Pope,21,DET,0,2,645,0.003,82,31.5,12.7,3.1,1.3,1.1,0.2,0.401,0.345,0.696,2.8,0.052,caldwke01,2015
Nikola Vu?evi?,24,ORL,0,2,645,0.003,74,34.2,19.3,10.9,2,0.7,0.7,0.523,0.333,0.752,7,0.133,vucevni01,2015
Robert Covington,24,PHI,0,1,645,0.002,70,27.9,13.5,4.5,1.5,1.4,0.4,0.396,0.374,0.82,4,0.097,covinro01,2015
Tyreke Evans,25,NOP,0,1,645,0.002,79,34.1,16.6,5.3,6.6,1.3,0.5,0.447,0.304,0.694,4.6,0.082,evansty01,2015
Derrick Favors,23,UTA,0,1,645,0.002,74,30.8,16,8.2,1.5,0.8,1.7,0.525,0.167,0.669,8.3,0.175,favorde01,2015
Enes Freedom,22,TOT,0,1,645,0.002,75,28.5,15.5,8.9,0.7,0.5,0.4,0.519,0.356,0.782,6.4,0.145,kanteen01,2015
Marc Gasol,30,MEM,0,1,645,0.002,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,gasolma01,2015
Tobias Harris,22,ORL,0,1,645,0.002,68,34.8,17.1,6.3,1.8,1,0.5,0.466,0.364,0.788,4.8,0.098,harrito02,2015
Gordon Hayward,24,UTA,0,1,645,0.002,76,34.4,19.3,4.9,4.1,1.4,0.4,0.445,0.364,0.812,8.7,0.159,haywago01,2015
George Hill,28,IND,0,1,645,0.002,43,29.5,16.1,4.2,5.1,1,0.3,0.477,0.358,0.79,5.4,0.203,hillge01,2015
Brandon Knight,23,TOT,0,1,645,0.002,63,32.3,17,3.9,5.2,1.4,0.2,0.422,0.389,0.874,4.5,0.106,knighbr03,2015
Kawhi Leonard,23,SAS,0,1,645,0.002,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,leonaka01,2015
Meyers Leonard,22,POR,0,1,645,0.002,55,15.4,5.9,4.5,0.6,0.2,0.3,0.51,0.42,0.938,2.8,0.158,leoname01,2015
CJ McCollum,24,POR,101,559,650,0.86,80,34.8,20.8,3.2,4.3,1.2,0.3,0.448,0.417,0.827,6,0.104,mccolcj01,2016
Kemba Walker,25,CHO,7,166,650,0.255,81,35.6,20.9,4.4,5.2,1.6,0.5,0.427,0.371,0.847,9.9,0.165,walkeke02,2016
Giannis Antetokounmpo,21,MIL,4,99,650,0.152,80,35.3,16.9,7.7,4.3,1.2,1.4,0.506,0.257,0.724,7.1,0.121,antetgi01,2016
Stephen Curry,27,GSW,7,83,650,0.128,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,curryst01,2016
Will Barton,25,DEN,1,62,650,0.095,82,28.7,14.4,5.8,2.5,0.9,0.5,0.432,0.345,0.806,4.3,0.088,bartowi01,2016
Jae Crowder,25,BOS,1,45,650,0.069,73,31.6,14.2,5.1,1.8,1.7,0.5,0.443,0.336,0.82,7.3,0.152,crowdja01,2016
Draymond Green,25,GSW,2,43,650,0.066,81,34.7,14,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,greendr01,2016
Isaiah Thomas,26,BOS,3,30,650,0.046,82,32.2,22.2,3,6.2,1.1,0.1,0.428,0.359,0.871,9.7,0.177,thomais02,2016
Hassan Whiteside,26,MIA,1,26,650,0.04,73,29.1,14.2,11.8,0.4,0.6,3.7,0.606,,0.65,10.3,0.233,whiteha01,2016
Kawhi Leonard,24,SAS,1,18,650,0.028,72,33.1,21.2,6.8,2.6,1.8,1,0.506,0.443,0.874,13.7,0.277,leonaka01,2016
Andre Drummond,22,DET,1,11,650,0.017,81,32.9,16.2,14.8,0.8,1.5,1.4,0.521,0.333,0.355,7.4,0.133,drumman01,2016
Gary Harris,21,DEN,1,6,650,0.009,76,32.1,12.3,2.9,1.9,1.3,0.2,0.469,0.354,0.82,4,0.079,harriga01,2016
Kent Bazemore,26,ATL,0,4,650,0.006,75,27.8,11.6,5.1,2.3,1.3,0.5,0.441,0.357,0.815,4.1,0.094,bazemke01,2016
Evan Fournier,23,ORL,0,4,650,0.006,79,32.5,15.4,2.8,2.7,1.2,0,0.462,0.4,0.836,5.7,0.106,fournev01,2016
Rodney Hood,23,UTA,0,3,650,0.005,79,32.2,14.5,3.4,2.7,0.9,0.2,0.42,0.359,0.86,6,0.112,hoodro01,2016
Reggie Jackson,25,DET,0,3,650,0.005,79,30.7,18.8,3.2,6.2,0.7,0.1,0.434,0.353,0.864,6.9,0.136,jacksre01,2016
Ian Mahinmi,29,IND,0,3,650,0.005,71,25.6,9.3,7.1,1.5,0.9,1.1,0.589,,0.587,6.2,0.163,mahinia01,2016
Russell Westbrook,27,OKC,0,3,650,0.005,80,34.4,23.5,7.8,10.4,2,0.3,0.454,0.296,0.812,14,0.245,westbru01,2016
Zach LaVine,20,MIN,0,1,650,0.002,82,28,14,2.8,3.1,0.8,0.2,0.452,0.389,0.793,2.6,0.054,lavinza01,2016
Kyle Lowry,29,TOR,0,1,650,0.002,77,37,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,lowryky01,2016
Giannis Antetokounmpo,22,MIL,80,428,500,0.856,80,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,antetgi01,2017
Nikola Joki?,21,DEN,14,161,500,0.322,73,27.9,16.7,9.8,4.9,0.8,0.8,0.578,0.324,0.825,9.7,0.228,jokicni01,2017
Rudy Gobert,24,UTA,1,113,500,0.226,81,33.9,14,12.8,1.2,0.6,2.6,0.661,0,0.653,14.3,0.25,goberru01,2017
Otto Porter Jr.,23,WAS,1,43,500,0.086,80,32.6,13.4,6.4,1.5,1.5,0.5,0.516,0.434,0.832,9.4,0.173,porteot01,2017
Isaiah Thomas,27,BOS,0,35,500,0.07,76,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,thomais02,2017
James Johnson,29,MIA,1,34,500,0.068,76,27.4,12.8,4.9,3.6,1,1.1,0.479,0.34,0.707,5.1,0.117,johnsja01,2017
Bradley Beal,23,WAS,1,19,500,0.038,77,34.9,23.1,3.1,3.5,1.1,0.3,0.482,0.404,0.825,8.5,0.152,bealbr01,2017
Devin Booker,20,PHO,1,18,500,0.036,78,35,22.1,3.2,3.4,0.9,0.3,0.423,0.363,0.832,2,0.035,bookede01,2017
Tim Hardaway Jr.,24,ATL,0,14,500,0.028,79,27.3,14.5,2.8,2.3,0.7,0.2,0.455,0.357,0.766,4.8,0.107,hardati02,2017
Mike Conley,29,MEM,1,5,500,0.01,69,33.2,20.5,3.5,6.3,1.3,0.3,0.46,0.408,0.859,10,0.209,conlemi01,2017
Dion Waiters,25,MIA,0,4,500,0.008,46,30.1,15.8,3.3,4.3,0.9,0.4,0.424,0.395,0.646,1.6,0.057,waitedi01,2017
Gordon Hayward,26,UTA,0,3,500,0.006,73,34.5,21.9,5.4,3.5,1,0.3,0.471,0.398,0.844,10.4,0.199,haywago01,2017
Jusuf Nurki?,22,TOT,0,3,500,0.006,65,21.4,10.2,7.2,1.9,0.8,1.1,0.507,0,0.571,2,0.068,nurkiju01,2017
Kristaps Porzi??is,21,NYK,0,3,500,0.006,66,32.8,18.1,7.2,1.5,0.7,2,0.45,0.357,0.786,4.5,0.1,porzikr01,2017
Dennis Schröder,23,ATL,0,3,500,0.006,79,31.5,17.9,3.1,6.3,0.9,0.2,0.451,0.34,0.855,3.7,0.071,schrode01,2017
Harrison Barnes,24,DAL,0,2,500,0.004,79,35.5,19.2,5,1.5,0.8,0.2,0.468,0.351,0.861,4.6,0.078,barneha02,2017
Seth Curry,26,DAL,0,2,500,0.004,70,29,12.8,2.6,2.7,1.1,0.1,0.481,0.425,0.85,4.6,0.11,curryse01,2017
Gary Harris,22,DEN,0,2,500,0.004,57,31.3,14.9,3.1,2.9,1.2,0.1,0.502,0.42,0.776,4.6,0.124,harriga01,2017
Myles Turner,20,IND,0,2,500,0.004,81,31.4,14.5,7.3,1.3,0.9,2.1,0.511,0.348,0.809,8,0.151,turnemy01,2017
Avery Bradley,26,BOS,0,1,500,0.002,55,33.4,16.3,6.1,2.2,1.2,0.2,0.463,0.39,0.731,3.1,0.081,bradlav01,2017
Clint Capela,22,HOU,0,1,500,0.002,65,23.9,12.6,8.1,1,0.5,1.2,0.643,,0.531,5.9,0.184,capelca01,2017
DeMar DeRozan,27,TOR,0,1,500,0.002,74,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9,0.166,derozde01,2017
Joe Ingles,29,UTA,0,1,500,0.002,82,24,7.1,3.2,2.7,1.2,0.1,0.452,0.441,0.735,5,0.123,inglejo01,2017
John Wall,26,WAS,0,1,500,0.002,78,36.4,23.1,4.2,10.7,2,0.6,0.451,0.327,0.801,8.8,0.149,walljo01,2017
Hassan Whiteside,27,MIA,0,1,500,0.002,77,32.6,17,14.1,0.7,0.7,2.1,0.557,,0.628,9.5,0.181,whiteha01,2017
Victor Oladipo,25,IND,99,499,505,0.988,75,34,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,oladivi01,2018
Clint Capela,23,HOU,1,99,505,0.196,74,27.5,13.9,10.8,0.9,0.8,1.9,0.652,0,0.56,10.2,0.242,capelca01,2018
Spencer Dinwiddie,24,BRK,1,50,505,0.099,80,28.8,12.6,3.2,6.6,0.9,0.3,0.387,0.326,0.813,5.7,0.118,dinwisp01,2018
Andre Drummond,24,DET,0,46,505,0.091,78,33.7,15,16,3,1.5,1.6,0.529,0,0.605,10.3,0.189,drumman01,2018
Julius Randle,23,LAL,0,36,505,0.071,82,26.7,16.1,8,2.6,0.5,0.5,0.558,0.222,0.718,6.6,0.145,randlju01,2018
Steven Adams,24,OKC,0,34,505,0.067,76,32.7,13.9,9,1.2,1.2,1,0.629,0,0.559,9.7,0.187,adamsst01,2018
Jaylen Brown,21,BOS,0,32,505,0.063,70,30.7,14.5,4.9,1.6,1,0.4,0.465,0.395,0.644,4.5,0.1,brownja02,2018
Jamal Murray,20,DEN,0,24,505,0.048,81,31.7,16.7,3.7,3.4,1,0.3,0.451,0.378,0.905,5.5,0.103,murraja01,2018
DeMar DeRozan,28,TOR,0,9,505,0.018,80,33.9,23,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,derozde01,2018
Terry Rozier,23,BOS,0,8,505,0.016,80,25.9,11.3,4.7,2.9,1,0.2,0.395,0.381,0.772,5.6,0.13,roziete01,2018
Lou Williams,31,LAC,0,8,505,0.016,79,32.8,22.6,2.5,5.3,1.1,0.2,0.435,0.359,0.88,6.7,0.125,willilo02,2018
Giannis Antetokounmpo,23,MIL,0,7,505,0.014,75,36.7,26.9,10,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,antetgi01,2018
Nikola Joki?,22,DEN,0,6,505,0.012,75,32.6,18.5,10.7,6.1,1.2,0.8,0.499,0.396,0.85,10.7,0.211,jokicni01,2018
E'Twaun Moore,28,NOP,0,6,505,0.012,82,31.5,12.5,2.9,2.3,1,0.1,0.508,0.425,0.706,4.4,0.081,mooreet01,2018
Domantas Sabonis,21,IND,0,6,505,0.012,74,24.5,11.6,7.7,2,0.5,0.4,0.514,0.351,0.75,4.7,0.126,sabondo01,2018
Fred VanVleet,23,TOR,0,6,505,0.012,76,20,8.6,2.4,3.2,0.9,0.3,0.426,0.414,0.832,4.7,0.149,vanvlfr01,2018
Tyreke Evans,28,MEM,0,4,505,0.008,52,30.9,19.4,5.1,5.2,1.1,0.3,0.452,0.399,0.785,4.2,0.126,evansty01,2018
Brandon Ingram,20,LAL,0,4,505,0.008,59,33.5,16.1,5.3,3.9,0.8,0.7,0.47,0.39,0.681,2.8,0.068,ingrabr01,2018
Dejounte Murray,21,SAS,0,4,505,0.008,81,21.5,8.1,5.7,2.9,1.2,0.4,0.443,0.265,0.709,3.2,0.087,murrade01,2018
Tobias Harris,25,TOT,0,3,505,0.006,80,33.4,18.6,5.5,2.4,0.9,0.4,0.46,0.411,0.829,6.7,0.12,harrito02,2018
Joe Ingles,30,UTA,0,3,505,0.006,82,31.4,11.5,4.2,4.8,1.1,0.2,0.467,0.44,0.795,7.6,0.141,inglejo01,2018
Dario Šari?,23,PHI,0,3,505,0.006,78,29.6,14.6,6.7,2.6,0.7,0.3,0.453,0.393,0.86,6.6,0.137,saricda01,2018
Kris Dunn,23,CHI,0,2,505,0.004,52,29.3,13.4,4.3,6,2,0.5,0.429,0.321,0.737,0.9,0.027,dunnkr01,2018
Aaron Gordon,22,ORL,0,2,505,0.004,58,32.9,17.6,7.9,2.3,1,0.8,0.434,0.336,0.698,2.9,0.072,gordoaa01,2018
Montrezl Harrell,24,LAC,0,1,505,0.002,76,17,11,4,1,0.5,0.7,0.635,0.143,0.626,5.5,0.205,harremo01,2018
Kristaps Porzi??is,22,NYK,0,1,505,0.002,48,32.4,22.7,6.6,1.2,0.8,2.4,0.439,0.395,0.793,3.2,0.099,porzikr01,2018
Taurean Prince,23,ATL,0,1,505,0.002,82,30,14.1,4.7,2.6,1,0.5,0.426,0.385,0.844,2,0.038,princta02,2018
Josh Richardson,24,MIA,0,1,505,0.002,81,33.2,12.9,3.5,2.9,1.5,0.9,0.451,0.378,0.845,5.4,0.096,richajo01,2018
Ricky Rubio,27,UTA,0,1,505,0.002,77,29.3,13.1,4.6,5.3,1.6,0.1,0.418,0.352,0.866,5.3,0.112,rubiori01,2018
Pascal Siakam,23,TOR,0,1,505,0.002,81,20.7,7.3,4.5,2,0.8,0.5,0.508,0.22,0.621,4.7,0.133,siakapa01,2018
Karl-Anthony Towns,22,MIN,0,1,505,0.002,82,35.6,21.3,12.3,2.4,0.8,1.4,0.545,0.421,0.858,14,0.23,townska01,2018
T.J. Warren,24,PHO,0,1,505,0.002,65,33,19.6,5.1,1.3,1,0.6,0.498,0.222,0.757,3.4,0.077,warretj01,2018
Pascal Siakam,24,TOR,86,469,500,0.938,80,31.9,16.9,6.9,3.1,0.9,0.7,0.549,0.369,0.785,9.3,0.175,siakapa01,2019
D'Angelo Russell,22,BRK,12,255,500,0.51,81,30.2,21.1,3.9,7,1.2,0.2,0.434,0.369,0.78,5,0.097,russeda01,2019
De'Aaron Fox,21,SAC,1,77,500,0.154,81,31.4,17.3,3.8,7.3,1.6,0.6,0.458,0.371,0.727,5.6,0.106,foxde01,2019
Buddy Hield,26,SAC,0,22,500,0.044,82,31.9,20.7,5,2.5,0.7,0.4,0.458,0.427,0.886,5.9,0.108,hieldbu01,2019
Nikola Vu?evi?,28,ORL,0,20,500,0.04,80,31.4,20.8,12,3.8,1,1.1,0.518,0.364,0.789,10.1,0.193,vucevni01,2019
Domantas Sabonis,22,IND,0,10,500,0.02,74,24.8,14.1,9.3,2.9,0.6,0.4,0.59,0.529,0.715,7.6,0.197,sabondo01,2019
Montrezl Harrell,25,LAC,0,9,500,0.018,82,26.3,16.6,6.5,2,0.9,1.3,0.615,0.176,0.643,8.7,0.193,harremo01,2019
Derrick Rose,30,MIN,1,8,500,0.016,51,27.3,18,2.7,4.3,0.6,0.2,0.482,0.37,0.856,3,0.102,rosede01,2019
John Collins,21,ATL,0,6,500,0.012,61,30,19.5,9.8,2,0.4,0.6,0.56,0.348,0.763,6,0.158,collijo01,2019
Giannis Antetokounmpo,24,MIL,0,4,500,0.008,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,antetgi01,2019
Malik Beasley,22,DEN,0,3,500,0.006,81,23.2,11.3,2.5,1.2,0.7,0.1,0.474,0.402,0.848,4.5,0.115,beaslma01,2019
Danilo Gallinari,30,LAC,0,3,500,0.006,68,30.3,19.8,6.1,2.6,0.7,0.3,0.463,0.433,0.904,8.2,0.191,gallida01,2019
Paul George,28,OKC,0,3,500,0.006,77,36.9,28,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,georgpa01,2019
Bojan Bogdanovi?,29,IND,0,2,500,0.004,81,31.8,18,4.1,2,0.9,0,0.497,0.425,0.807,6.8,0.126,bogdabo02,2019
Thomas Bryant,21,WAS,0,2,500,0.004,72,20.8,10.5,6.3,1.3,0.3,0.9,0.616,0.333,0.781,5.6,0.178,bryanth01,2019
Willie Cauley-Stein,25,SAC,0,1,500,0.002,81,27.3,11.9,8.4,2.4,1.2,0.6,0.556,0.5,0.551,6.7,0.146,caulewi01,2019
Spencer Dinwiddie,25,BRK,0,1,500,0.002,68,28.1,16.8,2.4,4.6,0.6,0.3,0.442,0.335,0.806,4.8,0.121,dinwisp01,2019
Bryn Forbes,25,SAS,0,1,500,0.002,82,28,11.8,2.9,2.1,0.5,0,0.456,0.426,0.885,3.8,0.079,forbebr01,2019
Jerami Grant,24,OKC,0,1,500,0.002,80,32.7,13.6,5.2,1,0.8,1.3,0.497,0.392,0.71,7.3,0.134,grantje01,2019
Zach LaVine,23,CHI,0,1,500,0.002,63,34.5,23.7,4.7,4.5,1,0.4,0.467,0.374,0.832,2.8,0.062,lavinza01,2019
Josh Richardson,25,MIA,0,1,500,0.002,73,34.8,16.6,3.6,4.1,1.1,0.5,0.412,0.357,0.861,5.6,0.106,richajo01,2019
Derrick White,24,SAS,0,1,500,0.002,67,25.8,9.9,3.7,3.9,1,0.7,0.479,0.338,0.772,3.6,0.101,whitede01,2019
Brandon Ingram,22,NOP,42,326,500,0.652,62,33.9,23.8,6.1,4.2,1,0.6,0.463,0.391,0.851,5.1,0.115,ingrabr01,2020
Bam Adebayo,22,MIA,38,295,500,0.59,72,33.6,15.9,10.2,5.1,1.1,1.3,0.557,0.143,0.691,8.5,0.168,adebaba01,2020
Luka Don?i?,20,DAL,12,101,500,0.202,61,33.6,28.8,9.4,8.8,1,0.2,0.463,0.316,0.758,8.8,0.207,doncilu01,2020
Jayson Tatum,21,BOS,3,57,500,0.114,66,34.3,23.4,7,3,1.4,0.9,0.45,0.403,0.812,6.9,0.146,tatumja01,2020
Devonte' Graham,24,CHO,2,50,500,0.1,63,35.1,18.2,3.4,7.5,1,0.2,0.382,0.373,0.82,3.4,0.073,grahade01,2020
Shai Gilgeous-Alexander,21,OKC,0,21,500,0.042,70,34.7,19,5.9,3.3,1.1,0.7,0.471,0.347,0.807,6.1,0.121,gilgesh01,2020
Pascal Siakam,25,TOR,1,13,500,0.026,60,35.2,22.9,7.3,3.5,1,0.9,0.453,0.359,0.792,5.4,0.123,siakapa01,2020
Christian Wood,24,DET,1,11,500,0.022,62,21.4,13.1,6.3,1,0.5,0.9,0.567,0.386,0.744,5.1,0.183,woodch01,2020
Trae Young,21,ATL,0,10,500,0.02,60,35.3,29.6,4.3,9.3,1.1,0.1,0.437,0.361,0.86,5.9,0.133,youngtr01,2020
Fred VanVleet,25,TOR,1,6,500,0.012,54,35.7,17.6,3.8,6.6,1.9,0.3,0.413,0.39,0.848,5.8,0.145,vanvlfr01,2020
D?vis Bert?ns,27,WAS,0,3,500,0.006,54,29.3,15.4,4.5,1.7,0.7,0.6,0.434,0.424,0.852,3.5,0.107,bertada01,2020
Jaylen Brown,23,BOS,0,3,500,0.006,57,33.9,20.3,6.4,2.1,1.1,0.4,0.481,0.382,0.724,4.9,0.123,brownja02,2020
Markelle Fultz,21,ORL,0,2,500,0.004,72,27.7,12.1,3.3,5.1,1.3,0.2,0.465,0.267,0.73,2.7,0.065,fultzma01,2020
Spencer Dinwiddie,26,BRK,0,1,500,0.002,64,31.2,20.6,3.5,6.8,0.6,0.3,0.415,0.308,0.778,4.8,0.116,dinwisp01,2020
Duncan Robinson,25,MIA,0,1,500,0.002,73,29.7,13.5,3.2,1.4,0.5,0.3,0.47,0.446,0.931,5.3,0.118,robindu01,2020
Julius Randle,26,NYK,98,493,500,0.986,71,37.6,24.1,10.2,6,0.9,0.3,0.456,0.411,0.811,7.8,0.14,randlju01,2021
Jerami Grant,26,DET,2,140,500,0.28,54,33.9,22.3,4.6,2.8,0.6,1.1,0.429,0.35,0.845,3.2,0.083,grantje01,2021
Michael Porter Jr.,22,DEN,0,138,500,0.276,61,31.3,19,7.3,1.1,0.7,0.9,0.542,0.445,0.791,6.9,0.173,portemi01,2021
Christian Wood,25,HOU,0,44,500,0.088,41,32.3,21,9.6,1.7,0.8,1.2,0.514,0.374,0.631,2.8,0.1,woodch01,2021
Zach LaVine,25,CHI,0,20,500,0.04,58,35.1,27.4,5,4.9,0.8,0.5,0.507,0.419,0.849,5.9,0.138,lavinza01,2021
Chris Boucher,28,TOR,0,10,500,0.02,60,24.2,13.6,6.7,1.1,0.6,1.9,0.514,0.383,0.788,6.1,0.201,bouchch01,2021
Jaylen Brown,24,BOS,0,10,500,0.02,58,34.5,24.7,6,3.4,1.2,0.6,0.484,0.397,0.764,4.8,0.115,brownja02,2021
Mikal Bridges,24,PHO,0,8,500,0.016,72,32.6,13.5,4.3,2.1,1.1,0.9,0.543,0.425,0.84,8,0.164,bridgmi01,2021
Zion Williamson,20,NOP,0,6,500,0.012,61,33.2,27,7.2,3.7,0.9,0.6,0.611,0.294,0.698,8.7,0.205,willizi01,2021
Clint Capela,26,ATL,0,3,500,0.006,63,30.1,15.2,14.3,0.8,0.7,2,0.594,,0.573,8.2,0.207,capelca01,2021
Jordan Clarkson,28,UTA,0,3,500,0.006,68,26.7,18.4,4,2.5,0.9,0.1,0.425,0.347,0.896,4.2,0.111,clarkjo01,2021
Luguentz Dort,21,OKC,0,3,500,0.006,52,29.7,14,3.6,1.7,0.9,0.4,0.387,0.343,0.744,0.3,0.011,dortlu01,2021
Darius Garland,21,CLE,0,3,500,0.006,54,33.1,17.4,2.4,6.1,1.2,0.1,0.451,0.395,0.848,1.2,0.033,garlada01,2021
Jordan Poole,21,GSW,0,3,500,0.006,51,19.4,12,1.8,1.9,0.5,0.2,0.432,0.351,0.882,1.9,0.094,poolejo01,2021
